モバイルインターネット接続を行うには、モバイル端末はモバイルネットワークを用いて【A】にあるアクセスポイントへ接続する。この【A】からインターネットへ接続するサービスを通信事業者が提供している。,事業者網,LTE,RAN,ゲートウェイ,,
以下の図は、基地局装置とアンテナの構成の例である。【A】～【C】について正しい語句の組合せを選べ。,【A】コアネットワーク【B】CU/DU【C】RU,【A】セントラルネットワーク【B】CU/DU【C】RU,【A】コアネットワーク【B】RU【C】CU/DU,【A】セントラルネットワーク【B】RU【C】CU/DU,RU（Radio Unit）は、アンテナ、送信増幅器、受信増幅器、無線処理を指します。CU/DU（Central Unit/Distributed Unit）は、ベースバンド処理と制御を指します。CNはコアネットワークになります。,mcpc_rank2_4_57.jpg
通信中に端末がセルを跨って移動する際に、接続する基地局を自動的に切り替えて通信を維持する作業を【A】という。周辺の複数の基地局の電波を測定して結果を基地局側に報告し、基地局側が隣接の基地局への切り替えが必要と判断したときに端末に指示を送って回線を切り替える【B】と呼ぶ方式が主流である。,【A】ハンドオーバー【B】端末アシスト型,【A】ハンドオーバー【B】ネットワークアシスト型,【A】位置登録【B】ネットワークアシスト型,【A】位置登録【B】端末アシスト型,,
日本初の第１世代の携帯電話システムは、電々公社(当時)によって1979年に【A】方式と呼ぶ方式が導入された。FDM/FDMAに【B】変調を適用した音声通信を主体とする方式である。第２世代システムは、1993年に【C】によって導入された【D】である。加入者容量増のために高効率のデジタル音声符号化とデジタル変調を採用したTDM/TDMAのシステムである。,【A】NTT【B】アナログ【C】NTTドコモ【Ｄ】PDC(Personal Digital Cellular),【A】NTT【B】アナログ【C】IDO(現KDDI)【Ｄ】IS-95(cdma One),【A】IDO(現KDDI)【B】アナログ【C】NTTドコモ【Ｄ】GSM(Global System for Mobile Communications),【A】NTT【B】デジタル【C】IDO(現KDDI)【Ｄ】PDC(Personal Digital Cellular),日本初の第１世代の携帯電話システムは、電々公社(当時)によって1979年にNTT方式と呼ぶ方式が導入されました。FDM/FDMAにアナログ変調を適用した音声通信を主体とする方式です。第２世代システムは、1993年にNTTドコモによって導入されたPDC(Personal Digital Cellular)です。加入者容量増のために高効率のデジタル音声符号化とデジタル変調を採用したTDM/TDMAのシステムです。,
IMTファミリーの記載（表4－6－1）として正しいものを選べ,【A】W-CDMA、【B】3GPP、【C】LTE-Advanced,【A】cdma One、【B】3GPP2、【C】LTE-Advanced,【A】W-CDMA、【B】3GPP2、【C】LTE-Advanced,【A】W-CDMA、【B】3GPP、【C】IMT-Advanced,,mcpc_rank2_4_60.jpg
5G NRの展開の記述として正しいものを選べ。「5G NRの展開にあたっては、既に広く展開されている第４世代携帯電話システム用の【A】に収容する構成が用意されている。5G NRで広帯域な伝送が可能な【B】周波数帯を利用してユーザデータの高速伝送を行いつつ、モバイル端末との通信を維持・管理するための制御情報などはLTE基地局経由の【C】周波数帯を使った通信で効率的にやりとりする構成で、【D】と呼ぶ。【D】ではLTE用の【A】で提供していない５G用の一部の機能の制約などにより、５Gすべての利用シーンに対応できない場合がある。」,【A】CN【B】高い【C】低い【D】NSA構成,【A】CN【B】低い【C】高い【D】NSA構成,【A】CN【B】高い【C】低い【D】SA構成,【A】RAN【B】高い【C】低い【D】NSA構成,,
ローカル５Gの説明について誤ったものを選べ,無線LANと同様に、無線局免許申請せずに利用が可能,使用用途に応じて必要な性能を柔軟に設定して5Gシステムを独自に構築することが可能,地域の企業や自治体等が所有している建物や敷地内でスポット的に5GNRを構築し利用できる枠組み,2020年12月には28GHz帯と4.7GHz帯で帯域追加が行われ、SA構成による運用も可能になった,無線LANと比較して、無線局免許に基づく安定した通信が可能,
初期の携帯電話の回線交換コアネットワークに導入された加入者の正当性を認証するためのデータベースをなんと言うか。,HLR,SMS,IMS,MSC,,
IMSに関する記述について、【A】【B】に当てはまる記述で正しい組み合わせを選べ。IMSはIPパケット通信によってリアルタイム性の高いサービスを含むマルチメディアサービスを提供するための基盤となる処理装置群である。通信制御のためのプロトコルとしては【A】が使用される。またVoLTEはLTEネットワーク上でIMS技術を活用し回線交換コアネットワークと同等の電話サービスを提供するための技術である。VoLTEでは3Gに比べて更に【B】の音声通話が実現されている。,【A】Diameter【B】高品質,【A】SIP【B】高品質,【A】Diameter【B】低データレート,【A】SIP【B】低データレート,,
5GCは【A】と呼ばれる構成を取り、制御系の各機能には共に共通のプロトコル【B】でアクセス可能。,【A】SBA【B】HTTP2,【A】EPC【B】HTTP2,【A】EPC【B】GTP,【A】SBA【B】GTP,EPC：4G時代のコア装置。,
5GCのNetwork FunctionにおいてEPCにおけるHSSと同等の機能を有するものを選べ,UDM,NEF,MME,UPF,NEF：Network Exposure Function。3rdPartyへのコアネットワーク機能の提供MME：Mobility Management Entity。移動管理ｍeNB、S-GWへの通信経路の設定。UPF：User Plane Function。パケット転送、IPアドレス割り当て。。,
5GスタンドアローンでIMSに接続して音声サービスを利用するための技術の略称を選べ,VoNR,VoSA,VoLTE,Vo5G,VoNR=Voice over new radio,
NPN(Non Public Network)においては2つのアーキテクチャが規定されている。それは【A】-NPNとSNPN(Standalone)である。【A】-NPNにおいては同一ネットワーク内でアクセス制御をするために【B】-IDをネットワークと端末で共有し閉域ネットワークを実現する。,【A】PNI(Public Network Integrated)【B】NI,【A】PNI(Public Network Integrated)【B】CAG,【A】NSA(non-standalone)【B】NI,【A】NSA(non-standalone)【B】CAG,,
5GCの各NetworkFunction及びOAMからのデータ収集、データ解析を行うための機能として規定されているものは。,NWDAF,NRF,NSSF,NEF,NWDAF：Network Data analytic Function。NEF：Network Exposure Function。3rdPartyへのコアネットワーク機能の提供NSSF：Network Slice Selection Function。端末に提供するネットワークスライスの選択。NRF：Network Repository Function。各機能へ接続するためのDNS機能。,
LTE通信サービスにおいて、端末の電源を入れてから落とすまでの間にネットワークとの間で行われる手続きの中で誤りを1つ選べ。,回線契約,認証,アタッチ,デタッチ,,
アタッチ後もベアラが維持されている間は、端末、外部ネットワーク側双方からそのままデータ通信を開始できます。無通信状態が一定時間続くと、無線周波数の効率利用のために無線区間と一部のコア区間のベアラは一旦解放されますが、S-GWとP-GW間のベアラ、端末に割り当てられたIPアドレスの管理は引き続き維持されます。これを【A】といいます。,Always ON,Registration,PDNセッション,PGW selection,,
日本国内のナンバーポータビリティにおいて、相手側に着信させるために使用されている方式は次のうちどれか。,リダイレクション方式,DNS参照方式,データベース方式,転送方式,,
NFVによる仮想化の特徴として、リソースの柔軟な増減【A】と、ハードウエア故障時の仮想マシンの移動・再作成の復旧措置【B】が可能。これまではサービスによっては専用ハードウェアが必要となることがあったが、仮想化においては安価で汎用的なサーバー上に通信ソフトウエアを立ち上げる手続き【C 】によって、新たなハードウェアを必要とせつ、迅速なサービス提供が可能となる。,【A】スケーリング【B】ヒーリング【C】インスタンシエーション,【A】サイジング【B】リカバリング【C】ビルディング,【A】サイジング【B】ヒーリング【C】インスタンシエーション,【A】スケーリング【B】リカバリング【C】ビルディング,,
SDNではスイッチやルーターのデータ転送機能(D-plane)と経路計算機能(C-plane)に関してC-plane機能をSDNコントローラに集約する【A】と、SDNコントローラから転送ポリシーを各機器に設定してその後の計算は各機器側に分散する【B】がある。,【A】集中制御型SDN【B】ハイブリット制御型SDN,【A】集中制御型SDN【B】分散制御型SDN,【A】統合制御型SDN【B】分散制御型SDN,【A】統合制御型SDN【B】ハイブリット制御型SDN,,
ネットワークを介して複数のコンピュータ間でデータのやり取りを行うため、様々な事項を細かく取り決めている。この取り決めを【A】という。【B】はインターネットやLANで使われるコンピュータ間の標準的な【A】である。,【A】通信プロトコル【B】TCP/IP,【A】OSI参照モデル【B】HTTP,【A】通信プロトコル【B】HTTP,【A】OSI参照モデル【B】TCP/IP,,
ISO（国際標準化機構）は、異機種間のデータ通信を実現するため【A】を定め、役割ごとに【B】つの階層を定義した,【A】OSI参照モデル【B】７,【A】ルーティング【B】4,【A】ルーティング【B】7,【A】OSI参照モデル【B】4,,
【A】ハブは送られてきたフレームを単に中継して全ポートに送り出すのに対し、【B】ハブでは宛先のPCが接続されているポートのみにフレームを送る,【A】スイッチング【B】リピータ,【A】リピータ【B】スイッチング,【A】ルーティング【B】リピータ,【A】スイッチイング【B】ルーティング,,
イーサネットの「フレーム」宛て名に使われている【A】は、【B】ビットの２進数で記述されている。,【A】MACアドレス【B】48,【A】MACアドレス【B】24,【A】TCP/IP【B】48,【A】IPv4【B】24,,
IPv4アドレスとして正しく表記されているのはどれか,172.128.255.7,2.11.128.256,220.18.310.45,00:30:65:BA:E9:C2,,
IPアドレスの割り当てには「クラス」の概念が設けられ、A B C が用いられている。クラスBはネットワークアドレスに【A】ビット、ホストアドレスに【B】を割り振り、コンピュータを【C】台接続できる,【A】16【B】16【C】65534,【A】8【B】24【C】65534,【A】16【B】16【C】254,【A】24【B】8【C】254,,
LANに接続されているコンピュータにIPアドレスを設定するには、固定的に設定する方法のほか、動的に行う仕組みがありこの仕組みが【A】である,DHCP,HTTP,コリジョン,ブロードキャスト,,
IPv6の普及に伴い、従来のPPPoEに替わる新しいブロードバンドインターネット接続方式として利用が増えているのが【A】である,IPoE,IPv4,IPSec,IrDA,,
コンピュータが送出するIPパケットの、あて先 IPアドレスが同一ネットワークアドレスにある場合、直接コンピュータにIPパケットを送出する。これを 直接 【A】 と呼ぶ。 一方、異なるネットワークアドレスの場合は、そのコンピュータが 接続されているネットワークの 【B】 (デフォルトゲートウェイ )にIPパケットを送る。 【B】 は宛て先アドレスを読み取り、 【B】 に直接接続されている別サブネットの中を探し、見つかればIPパケットを送出する。もし見つからない場合は、宛て先のコンピュータに近い【B】にIPパケットを送出する。これを繰り返すことで、IPパケットが宛て先に届く。 これを 【A】 呼ぶ。,【A】DNS【B】ハブ (スイッチングハブ ),【A】ルーティング【B】ハブ (スイッチングハブ ),【A】DNS【B】ルーター,【A】ルーティング【B】ルーター,,
データグラムのヘッダには、送信元ポート番号と宛先ポート番号を指定するフィールドがある。ポート番号はデータの受け渡しを行う仮想的な出入口で、0番から【A】番まである。,65535,1023,49151,256,,
VoIPで用いられるアプリケーション層のプロトコルには、電話やビデオ会議の開始から切断までの手順を定めた呼制御プロトコルがある。呼制御プロトコルの国際標準としては、1996年に最初に標準化された【A】や、1999年標準化されWebとの親和性の高い【B】が主力である。,【A】H.323【B】SIP,【A】H.264【B】JPG,【A】AAC【B】WWW,【A】MPEG-2【B】MPEG-4,,
映像配信プロトコルの１つであるRTSPの特徴として誤っているのはどれか,再生・停止・一時停止・記録等の操作は不可能,主にPC等の端末からマルチメディアサデータを管理するサーバを遠隔操作する,トランスポート層としてUDPまたはTCPどちらも実装可能,ライブ放送の受信の操作も可能,,
情報処理端末には２つに折り畳んだ状態で持ち運べる「ノートPC」や、平板状でディスプレイ上を指やタッチペンで入力操作を行う【A】がある,タブレット端末,フィーチャーフォン,デジタルフォトフレーム,携帯音楽プレーヤー,,
無線LAN機能を内臓するPCやタブレット端末を、移動体通信事業者の無線通信ネットワークに接続するためのモバイル接続機器も用いられている。PCとの間を無線LAN接続するもので【A】と呼ばれている,モバイルワイヤレスルータ,フィーチャーフォン,電子書籍端末,モデム,,
モバイル端末は消費電力を抑える工夫がなされている。送信時には基地局に近い位置にいる携帯電話の【A】を低減する「【A】制御」を行っている,送信電力,受信電力,制御電力,待機電力,,
モバイル端末の消費電力を抑える工夫について、誤っているものを１つ選べ,データ通信モードでは、送受信データがないときでも電波を常に送受し接続を維持している,送信時には基地局に近い位置にいる携帯電話の送信電力を低減する送信電力制御を行う,圏外に出たときは、基地局のキャリアを探す動作の間隔を延ばす制御をしている,受信時は間欠受信により、待ち受け時の消費電力を低減している,,
データ通信モードの省電力技術として、送受信データがないときには電波を送受しないようにしている。これを【A】またはプリザベーションと呼ばれている,ドーマント,ディセーブル,待ち受け,コンサベーション,,
情報処理端末の省電力技術で誤っているものを１つ選べ,CPUの動作周波数を上げる,ディスプレイを閉じたとき、バックライトを消灯する,液晶ディスプレイのバックライトの輝度を下げるか一定時間後に消灯,ハードディスクの回転を止める,,
モバイル端末を構成するプロセッサについての説明で、誤っているものを１つ選べ,マルチコアプロセッサはコア数が多くなるほど処理能力が低下する,略号でCPUと呼ばれる,CISC型はプロセッサパワーが要求される,RISC型は小型化と低消費電力の実現に向き小さな機器向けの主流となっている,,
モバイル端末向けプロセッサの主流であるRISC型に関する記述で、誤っているものを１つ選べ,複数の処理機構を順番に実行して動く非パイプライン処理をベースにしている,単純な命令を高速に繰り返して実行する,複雑な機構を持たず小型化と低消費電力に向いている,小さな機器向けの主流となっている,,
モバイル端末の何のデバイスについて説明しているか選べ。一つのシリコン基盤上に、CPUやGPU、DSPや通信モデムなどのユニットを一つにまとめたシステムのこと,システムオンチップ（SoC）,ベースバンドチップ,アプリケーションチップ,ワンユニット,ベースバンドチップ：小型の汎用プロセッサと通信制御回路を一体化されているもの。携帯電話に利用されている。アプリケーションチップ：音声や動画などの大容量マルチメディアデータの処理やゲームなどの処理速度を著しく向上されるもの。,
次世代のディスプレイとして【A】がある。これは液晶ディスプレイと違いバックライトが不要で薄くすることができる。発光寿命は改善されてきている。,有機EL,LCD,IPS,LED,,
タッチパネルの説明で、誤っているものを１つ選べ,ほとんどのスマートフォンやタブレットには感圧式が採用されている,指やタッチペンで画面にタッチすることで文字入力や画面スクロールなどができる,表示装置であるディスプレイを入力装置としても使えるようにした,静電容量方式は画面をなぞるスワイプや指先ではじくフリックなど多彩な入力方法が可能となっている,ほとんどのスマートフォンやタブレットは静電容量式を採用している。,
メモリには複数の種類がある。一度データを書き込むと電源が切れない限り記憶し続け、読み出しと書き込みが非常に高速にできるのが【A】。,SRAM,DRAM,ROM,SSD,DRAM(Dynamic Random Access Memory)：揮発メモリ。メモリセルがコンデンサ1個とトランジスタ1個でできているメモリ。高集積化が可能だが、電化を維持するためにリフレッシュ動作が定期的に必要。ROM(Read Only Memory)：読み出し専用で不揮発性のメモリSSD(Solid State Drive)：フラッシュメモリを活用したメモリドライブ。HDDのようなモーター駆動による可動部がないので、省電力と耐衝撃性に優れている。,
メモリには複数の種類がある。揮発メモリとも呼ばれ、高集積化が可能だがコンデンサに蓄えられた電荷を維持するためのリフレッシュ動作を定期的に行う必要があるのが【A】。,DRAM,SRAM,ROM,SSD,DRAM(Dynamic Random Access Memory)：揮発メモリ。メモリセルがコンデンサ1個とトランジスタ1個でできているメモリ。高集積化が可能だが、電化を維持するためにリフレッシュ動作が定期的に必要。ROM(Read Only Memory)：読み出し専用で不揮発性のメモリSSD(Solid State Drive)：フラッシュメモリを活用したメモリドライブ。HDDのようなモーター駆動による可動部がないので、省電力と耐衝撃性に優れている。,
電波を送受信するためのアンテナについて説明で、誤っているものを１つ選べ,周波数が高くなるほどアンテナ長は長くなる,線状導体の場合、波長の半分の長さが最も効率よく送受信できる,5G(第5世代)には、アンテナをICパッケージの上に設置するAiP(Antena in Package)技術が採用されている,ミリ波帯の5Gでは、アンテナとフロントエンドモジュール(FEM)を一体化している,アンテナは、波長の長さに比例するので、周波数が高くなると、波長は短くなるため、アンテナ長も短くなる。C＝fλ (C：光速、f：周波数、λ：波長),
モバイル機器に搭載されている現在主流となっているリチウムイオン電池の特徴で正しいものを選べ,メモリ効果がほとんどなく、自己放電率も低い（月5%程度）,メモリ効果があり、自己放電率も大きい,同一容量のバッテリーと比較すると重くなりがち,エネルギー密度はあまり高くない,,
モバイル端末の撮像素子の説明で、空欄を埋めよ【A】イメージセンサは構造が複雑で消費電力が多いが、感度が高く画像が高品質のため【B】に多く採用されている。【C】イメージセンサは【A】イメージセンサの10分の1程度の消費電力で作動し、集積度を高め小型化が可能で【D】に採用されている。,【A】CCD【B】デジタルカメラ【C】CMOS【D】モバイル端末,【A】CCD【B】モバイル端末【C】CMOS【D】デジタルカメラ,【A】CMOS【B】デジタルカメラ【C】CCD【D】モバイル端末,【A】CMOS【B】モバイル端末【C】CCD【D】デジタルカメラ,,
スマートフォン/フィーチャーフォンは、マイクとスピーカを搭載している。マイクの音声信号は【A】でデジタル化されて、伝送される。,A/D変換器,D/A変換器,QRコード,OCRソフト,,
近年、契約情報を記録したSIMカードに代わり、【A】カードはあらかじめ端末に内臓され、ネットワーク経由で遠隔で書き込みが可能である。,eSIM,SDHC,コンパクトフラッシュ(CF),CCD,,
デュアルSIMの４つの動作の違いを説明している。それぞれの方式を選べ。１.両方のSIMで同時待ち受け/通信ができず、手動で切替が必要【A】２.両方のSIMで同時待ち受けができ、発信やデータ通信は片方のSIMだけ【B】３.両方のSIMで同時待ち受けと、同時通信（発信およびデータ通信）が可能【C】４.両方のSIMで同時待ち受けができ、通話は片方のSIMだけ【D】,【A】DSSS【B】DSDS【C】DSDA【D】DSDV,【A】DSDS【B】DSSS【C】DSDV【D】DSDA,【A】DSDV【B】DSDA【C】DSDS【D】DSSS,【A】DSDA【B】DSDV【C】DSSS【D】DSDS,,
無線タグは情報を記憶したチップで、電池を持たない【A】と、電池を持つ【B】があり、使用する周波数も種々ある。現在注目されているのは、電池が不要で半永久的に使える【A】である。,【A】パッシブ型【B】アクティブ型,【A】アクティブ型【B】パッシブ型,【A】アクティブ型【B】スティック型,【A】パッシブ型【B】スティック型,,
Bluetooth規格は免許のいらない【A】GHz帯の電波を利用し、【B】m程度の範囲で機器を接続する,【A】2.4【B】10,【A】5【B】10,【A】2.4【B】50,【A】5【B】50,,
無線LAN接続には対向相手として【A】と呼ばれる装置が必要。【A】は無線LAN機器からの電波と、有線LAN網との橋渡しを行う。,アクセスポイント,ハブ,子機,外部インターフェース,,
無線LAN機器メーカは法律の定めにより、【A】または工事設計の認証を取得し、前者では【B】を、後者では認証番号をラベルに表示する義務がある。,【A】技術適合認定【B】技適番号,【A】技術適合認定【B】申請番号,【A】無線局免許【B】技適番号,【A】無線局免許【B】申請番号,,
無線LANは、【A】に基づく製品から普及が開始したが、2.4GHz帯のISM帯を使用し無線機器等との電波干渉の可能性がある。,IEEE802.11b,IEEE802.11a,IEEE802.11g,IEEE802.11n,,
無線LANの規格「IEEE802.11a」は、周波数5GHz帯、最大伝送速度は【A】である,54Mbps,11Mbps,600kbps,4Gbps,,
2.4GHz帯（ISM帯）を使用した無線LAN IEEE802.11bは最大伝送速度11Mbpsで普及が始まり、2003年に高速通信技術【A】により、54MbpsのIEEE【B】が策定され、後方互換性があり急速に普及した。,【A】OFDM【B】802.11g,【A】FDM【B】802.11a,【A】TDM【B】802.11g,【A】OFDM【B】802.11a,,
下記はIEEE802.11nについて説明している。空欄を埋めよ。2009年に策定された。OFDM、デュアルチャンネル通信技術、複数のアンテナを使う【A】という技術を使用し、規格上最大伝送速度600Mbpsを実現した。さらに2012年、最大4ストリームだった【A】を最大8ストリームに増やし、帯域は160MHz(468サブキャリア)が追加規定され、さらにMulti User MIMOが追加規定され、規格上の最大伝送速度は【B】Gbpsを達成した。,【A】MIMO【B】6.93,【A】MVNO【B】2.4,【A】MPLS【B】6.93,【A】MIMO【B】2.4,,
下記はIEEE802.11ahについて説明している。空欄を埋めよ。2017年、【A】に向けて制定された。伝送速度は最大で【B】、低速モードで150kbps、到達距離は1km。,【A】IoTデバイス【B】4Mbps,【A】モバイルルータ【B】11Mbps,【A】IoTデバイス【B】11Mbps,【A】モバイルルータ【B】4Mbps,,
無線LANは2013年、ミリ波帯の【A】GHz帯を利用するIEEE802.11adが制定された。１チャネル当たり2.16GHzの帯域幅が４チャネルまで利用可能で最大【B】Gbpsの伝送速度を実現した。,【A】60【B】6.75,【A】54【B】6.75,【A】60【B】2.4,【A】54【B】2.4,,
無線LAN規格で、2019年に2.4Gと5G 最大データレート9.63GbpsのIEEE【A】が制定された。IEEE802.11acからの主な改善点は【B】変調方式の追加により通信速度が向上した,【A】802.11ax【B】1024QAM,【A】802.11b【B】256QAM,【A】802.11g【B】MIMO,【A】802.11n【B】WEP,,
無線LANを設計・製造する企業が業界団体 Wi-Fi Alliance を立ち上げ互換性検証テストにパスした製品にWi-Fi認証ロゴを貼ることとし、802.11axには【A】の認証ロゴを商標登録した,Wi-Fi6,Wi-Fi2,Wi-Fi4,Wi-Fi802,,
無線LAN IEEE802.11a/b/g/n/acではWEPによる暗号化が規定されている。当初は40/64ビットの秘密鍵で長さが短いため、【A】ビットの鍵が追加された,128,32,64,256,,
無線LAN IEEE802.11a/b/g/n/acではWEPによる暗号化が規定されている。より安全度の高い暗号化として【A】を発表し、多くの機器で対応している,WPA,Wi-Fi Direct,Wi-Fi6,IoT,,
無線通信規格 IEEE802.16 は2001年に規格制定され、WiMAX Forumtという業界団体が設立され普及促進を図った。2006年に移動して使えるIEEE【A】が制定され、日本ではUQコミュニケーションズによってサービス提供された。,802.16e,802.16a,802.16b,802.16g,,
Bluetoothは2.4GHz帯（ISMバンド）を利用し、変復調は【A】方式が採用された,周波数ホッピング・スペクトラム拡散（FHSS）,パルス符号変調（PCM）,直角位相振幅変調（QAM）,四位相偏移変調（QPSK）,,
Bluetoothの基本モードでは、2402MHz～2480MHzまで1MHz間隔で79チャネルを定め、１秒間に【A】回の頻度でチャネルを切り替える。,1600,400,160,80,,
Bluetooth機器はすべて【A】ビットの固有IDを持つ,48,16,32,64,,
NFCは【A】帯の電波を使用し、通信距離は最大10cm程度で、【B】カードと呼ばれている。実用例として、交通系ICカードのFelicaがある。,【A】13.56MHz【B】非接触,【A】13.56MHz【B】接触,【A】2.4GHz【B】非接触,【A】2.4GHz【B】接触,,
スキャナの品質は1インチに入る【A】（dpi）を単位とした解像度が指標となる。スキャナは【B】センサで読み取るため最大画素数が決まってくる。,【A】ドット数【B】CCDイメージ,【A】ドット数【B】地磁気,【A】ビット数【B】地磁気,【A】ビット数【B】CCDイメージ,,
ネットワークの種類である【A】は、光ファイバで伝送速度100Mbpsを出す規格で、ANSIおよびISOにも採択されている。アクセス制御にトークンパッシング方式を採用している。接続トポロジは【B】型を主に使うが、スター型による接続も可能である。,【A】FDDI【B】リング,【A】ADSL【B】リング,【A】FDDI【B】バス,【A】ADSL【B】バス,,
二次元(QR)コードの特徴として誤った説明はどれか,従来のバーコードよりも印刷面積が格段に大きい,エラー訂正アルゴリズムにより傷や汚れに強い,360度どの角度からでも読み取れる,最大16個を連結して１つの情報として認識させることが可能,,
コンピュータのソフトウェアはオペレーティングシステム（Operating System:OS）と【A】で構成されている,アプリケーションソフトウェア,ミドルソフトウェア,CPU,API,,
アプリケーションは、OSが提供する【A】を呼び出し、それらを組み合わせた【B】を作成することで目的とする作業を可能とする,【A】システム制御【B】ユーザプログラム,【A】システム制御【B】タスク,【A】API【B】ユーザプログラム,【A】API【B】タスク,,
プログラムとデータは【A】から【B】に読み込まれ、それをプロセッサが、プログラムされた手順に従って処理を行う。【A】としては、PCの場合はハードディスクまたはSSD、スマートフォンの場合はフラッシュメモリが使用される。,【A】主記憶装置【B】二次記憶装置,【A】主記憶装置【B】CPU,【A】二次記憶装置【B】CPU,【A】二次記憶装置【B】主記憶装置,,
ユーザが機器を使用する際の操作体系をユーザーインターフェイス（UI：User Interface）と言います。モバイル端末の場合だと画面の表示を見ながら数字キーでデータを入力するが、このような画面対話形式の操作体系を【A】という,GUI,CUI,CPU,API,,
プロセッサやOSの違いを吸収してくれるソフトウェアを設けて、機種間の違いを吸収する仕組みを【A】という,仮想化,仮設化,現実化,ミドル化,,
Microsoft社のWindows１０からPC、スマートフォン、IoT機器間での共通アプリケーションが動作する【A】と呼ばれる実行環境が実装されている。【A】が提供するAPIを使用して開発されたアプリは動作する機器の解像度に合わせて画面レイアウトを自動変更する仕組みをサポートしている。,Universal Windows Platform（UWP）,Windows Subsystem for Linux(WSL),Tablet Mode,Advanced Configuration and Power Interface(ACPI)　,,
図に示したCPUコアの技術について正しいものを選べ,ターボ・ブースト・テクノロジー,ACPI,UWP,ハイパースレッディング・テクノロジー,,mcpc_rank2_9_134.jpg
Android10.0以降のOSでは５G通信速度を活かしたアプリケーションを大画面端末で楽しめるような機能がサポートされているが、選択肢から不適切なものを一つ選択せよ,アプリごとの動作特性に応じたネットワーク品質を確保する機能,端末が通信速度を推定してアプリに提供する機能　,端末が従量制かどうかとネットワーク情報をアプリに提供する機能,画面の開閉により生じる表示の違いをシームレスに切り替える機能,,
iOSの５G機能では【A】を設定することで、高速性と消費電力を両立するスマートデータ機能が有効になる。,5Gオート,LTEオンリー,5Gオンリー,LTEオート,,
音声や画像を送受信する場合には文字のような単純なコード化ができないため、デジタル化を行い伝送を行う。その際にデータ量を圧縮することを【A】、伸長することを【B】と呼ぶ。,【A】エンコード【B】デコード,【A】デコード【B】エンコード,【A】コーディング【B】デコード,【A】エンコード【B】コーディング,,
アナログ信号のデジタル化に関する図に当てはまる語句を選べ,【A】標本化【B】量子化【C】符号化,【A】量子化【B】標本化【C】符号化,【A】標本化【B】符号化【C】量子化,【A】量子化【B】符号化【C】標本化,,mcpc_rank2_9_138.jpg
音声データの圧縮フォーマットで適切でないものを選べ,TIFF,MP3,AMR,WMA,,
非可逆性を持つ静止画像の圧縮フォーマットを選べ,JPEG,PNG,TIFF,GIF,,
